ts,bearing,raw,confidence,snr_db,coherence,signal_strength
2026-02-05T06:00:01.137Z,163.8,213.2,0.04,-44.3,0.10,0.01
2026-02-05T06:00:01.137Z,145.3,215.6,0.04,-44.2,0.10,0.01
2026-02-05T06:00:01.138Z,165.8,284.4,0.22,-40.1,0.56,0.01
2026-02-05T06:00:01.138Z,196.6,268.3,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.138Z,204.7,42.0,0.21,-41.1,0.53,0.01
2026-02-05T06:00:01.138Z,166.7,22.9,0.21,-41.0,0.53,0.01
2026-02-05T06:00:01.138Z,150.6,135.3,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.139Z,138.0,221.6,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.139Z,87.9,17.9,0.21,-41.1,0.53,0.01
2026-02-05T06:00:01.139Z,97.0,87.3,0.21,-41.0,0.53,0.01
2026-02-05T06:00:01.139Z,153.0,303.0,0.21,-41.1,0.53,0.01
2026-02-05T06:00:01.139Z,130.9,24.6,0.00,-58.6,0.00,0.00
2026-02-05T06:00:01.139Z,121.3,173.6,0.00,-52.3,0.00,0.00
2026-02-05T06:00:01.140Z,148.6,154.6,0.00,-51.6,0.00,0.00
2026-02-05T06:00:01.140Z,174.4,216.1,0.09,-52.2,0.23,0.00
2026-02-05T06:00:01.140Z,149.6,179.0,0.09,-51.5,0.23,0.00
2026-02-05T06:00:01.140Z,203.8,295.8,0.09,-52.5,0.23,0.00
2026-02-05T06:00:01.140Z,191.6,112.5,0.08,-52.0,0.20,0.00
2026-02-05T06:00:01.141Z,175.0,71.4,0.08,-51.7,0.20,0.00
2026-02-05T06:00:01.141Z,163.9,161.0,0.00,-52.0,0.00,0.00
2026-02-05T06:00:01.141Z,175.6,237.1,0.09,-52.4,0.22,0.00
2026-02-05T06:00:01.141Z,117.8,6.8,0.18,-41.7,0.45,0.01
2026-02-05T06:00:01.141Z,103.8,42.5,0.19,-42.6,0.46,0.01
2026-02-05T06:00:01.142Z,137.6,240.8,0.00,-42.5,0.00,0.01
2026-02-05T06:00:01.142Z,133.8,142.1,0.00,-42.6,0.00,0.01
2026-02-05T06:00:01.142Z,156.3,349.3,0.19,-42.7,0.46,0.01
2026-02-05T06:00:01.142Z,187.0,160.1,0.00,-42.7,0.00,0.01
2026-02-05T06:00:01.142Z,204.5,130.4,0.00,-42.8,0.00,0.01
2026-02-05T06:00:01.143Z,187.6,156.1,0.00,-42.7,0.00,0.01
2026-02-05T06:00:01.143Z,185.0,129.1,0.00,-42.6,0.00,0.01
2026-02-05T06:00:01.143Z,128.4,66.2,0.19,-42.7,0.46,0.01
2026-02-05T06:00:01.143Z,127.7,156.8,0.00,-42.6,0.00,0.01
2026-02-05T06:00:01.143Z,165.1,317.1,0.19,-42.7,0.46,0.01
2026-02-05T06:00:01.143Z,178.4,222.8,0.00,-45.4,0.00,0.01
2026-02-05T06:00:01.144Z,212.2,298.2,0.10,-48.0,0.26,0.00
2026-02-05T06:00:01.144Z,230.1,155.9,0.08,-48.3,0.19,0.00
2026-02-05T06:00:01.144Z,214.5,78.5,0.08,-48.5,0.19,0.00
2026-02-05T06:00:01.144Z,180.3,146.1,0.07,-48.1,0.18,0.00
2026-02-05T06:00:01.144Z,170.0,171.6,0.08,-48.1,0.19,0.00
2026-02-05T06:00:01.145Z,110.5,0.5,0.10,-48.1,0.25,0.00
2026-02-05T06:00:01.145Z,128.1,243.6,0.00,-48.3,0.00,0.00
2026-02-05T06:00:01.145Z,126.9,72.7,0.08,-48.4,0.19,0.00
2026-02-05T06:00:01.145Z,142.9,225.9,0.00,-48.0,0.00,0.00
2026-02-05T06:00:01.145Z,144.0,177.0,0.07,-48.3,0.18,0.00
2026-02-05T06:00:01.146Z,181.4,187.9,0.07,-48.2,0.18,0.00
2026-02-05T06:00:01.146Z,173.0,201.5,0.04,-42.4,0.09,0.01
2026-02-05T06:00:01.146Z,179.4,104.5,0.14,-41.0,0.35,0.01
2026-02-05T06:00:01.146Z,169.2,175.0,0.02,-41.0,0.05,0.01
2026-02-05T06:00:01.146Z,165.0,156.3,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.147Z,166.2,193.7,0.02,-41.1,0.05,0.01
2026-02-05T06:00:01.147Z,131.8,29.3,0.14,-41.0,0.35,0.01
2026-02-05T06:00:01.147Z,169.4,292.6,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.147Z,202.4,340.4,0.14,-41.0,0.34,0.01
2026-02-05T06:00:01.147Z,241.7,352.6,0.14,-40.9,0.35,0.01
2026-02-05T06:00:01.147Z,235.0,160.3,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.148Z,283.3,270.8,0.14,-44.3,0.35,0.01
2026-02-05T06:00:01.148Z,233.5,43.3,0.06,-46.6,0.14,0.00
2026-02-05T06:00:01.148Z,233.1,338.5,0.13,-46.8,0.31,0.00
2026-02-05T06:00:01.148Z,218.1,277.8,0.13,-46.7,0.31,0.00
2026-02-05T06:00:01.148Z,221.8,178.8,0.06,-46.9,0.14,0.00
2026-02-05T06:00:01.149Z,214.6,234.6,0.13,-46.7,0.32,0.00
2026-02-05T06:00:01.149Z,276.1,350.7,0.13,-46.7,0.31,0.00
2026-02-05T06:00:01.149Z,260.8,262.1,0.13,-47.0,0.32,0.00
2026-02-05T06:00:01.149Z,260.9,278.3,0.13,-46.8,0.31,0.00
2026-02-05T06:00:01.149Z,287.3,310.9,0.13,-46.9,0.31,0.00
2026-02-05T06:00:01.150Z,263.1,113.8,0.00,-44.3,0.00,0.01
2026-02-05T06:00:01.150Z,213.7,103.5,0.11,-43.8,0.27,0.01
2026-02-05T06:00:01.150Z,211.1,248.8,0.05,-43.6,0.13,0.01
2026-02-05T06:00:01.150Z,174.7,96.6,0.11,-43.7,0.27,0.01
2026-02-05T06:00:01.150Z,163.7,255.6,0.06,-43.7,0.14,0.01
2026-02-05T06:00:01.150Z,181.9,205.1,0.06,-43.8,0.14,0.01
2026-02-05T06:00:01.151Z,204.8,217.6,0.06,-43.7,0.14,0.01
2026-02-05T06:00:01.151Z,185.2,151.1,0.06,-43.6,0.14,0.01
2026-02-05T06:00:01.151Z,181.1,76.3,0.11,-43.5,0.27,0.01
2026-02-05T06:00:01.151Z,149.0,94.6,0.00,-39.1,0.00,0.01
2026-02-05T06:00:01.151Z,178.9,355.0,0.25,-37.8,0.63,0.01
2026-02-05T06:00:01.152Z,145.4,49.8,0.25,-37.8,0.63,0.01
2026-02-05T06:00:01.152Z,137.7,112.9,0.00,-37.8,0.00,0.01
2026-02-05T06:00:01.152Z,148.8,131.6,0.00,-37.7,0.00,0.01
2026-02-05T06:00:01.152Z,191.0,305.7,0.25,-37.8,0.63,0.01
2026-02-05T06:00:01.152Z,145.1,125.4,0.00,-37.8,0.00,0.01
2026-02-05T06:00:01.153Z,188.0,264.2,0.25,-37.8,0.63,0.01
2026-02-05T06:00:01.153Z,202.5,185.3,0.00,-37.8,0.00,0.01
2026-02-05T06:00:01.153Z,224.3,241.0,0.06,-48.3,0.15,0.00
2026-02-05T06:00:01.153Z,172.8,48.3,0.08,-56.2,0.21,0.00
2026-02-05T06:00:01.153Z,200.0,261.4,0.10,-56.4,0.25,0.00
2026-02-05T06:00:01.154Z,151.6,22.1,0.10,-57.0,0.25,0.00
2026-02-05T06:00:01.154Z,167.7,265.9,0.10,-56.4,0.25,0.00
2026-02-05T06:00:01.154Z,177.2,288.3,0.10,-57.1,0.25,0.00
2026-02-05T06:00:01.154Z,181.5,69.8,0.08,-56.1,0.20,0.00
2026-02-05T06:00:01.154Z,143.0,69.0,0.08,-56.0,0.20,0.00
2026-02-05T06:00:01.154Z,183.5,224.3,0.00,-56.7,0.00,0.00
2026-02-05T06:00:01.155Z,148.2,89.7,0.18,-44.1,0.46,0.01
2026-02-05T06:00:01.155Z,134.5,219.8,0.00,-42.5,0.00,0.01
2026-02-05T06:00:01.155Z,141.6,104.9,0.17,-42.7,0.43,0.01
2026-02-05T06:00:01.155Z,162.2,172.3,0.00,-42.6,0.00,0.01
2026-02-05T06:00:01.155Z,126.6,46.0,0.17,-42.7,0.43,0.01
2026-02-05T06:00:01.156Z,123.5,74.6,0.17,-42.6,0.43,0.01
2026-02-05T06:00:01.156Z,85.7,30.8,0.17,-42.7,0.43,0.01
2026-02-05T06:00:01.156Z,117.6,264.2,0.00,-42.6,0.00,0.01
2026-02-05T06:00:01.156Z,114.6,157.2,0.00,-42.5,0.00,0.01
2026-02-05T06:00:01.156Z,105.8,2.2,0.13,-46.3,0.31,0.00
2026-02-05T06:00:01.157Z,160.3,347.0,0.14,-42.6,0.36,0.01
2026-02-05T06:00:01.157Z,180.1,129.8,0.03,-42.4,0.07,0.01
2026-02-05T06:00:01.157Z,182.1,274.2,0.14,-42.7,0.36,0.01
2026-02-05T06:00:01.157Z,154.6,19.6,0.15,-42.4,0.36,0.01
2026-02-05T06:00:01.158Z,179.8,128.6,0.03,-42.6,0.07,0.01
2026-02-05T06:00:01.158Z,153.7,216.5,0.00,-42.6,0.00,0.01
2026-02-05T06:00:01.158Z,144.6,83.9,0.03,-42.5,0.07,0.01
2026-02-05T06:00:01.158Z,109.6,99.2,0.03,-42.6,0.07,0.01
2026-02-05T06:00:01.158Z,122.1,82.1,0.17,-38.2,0.43,0.01
2026-02-05T06:00:01.159Z,158.4,310.0,0.00,-38.5,0.00,0.01
2026-02-05T06:00:01.159Z,177.9,314.1,0.17,-38.5,0.41,0.01
2026-02-05T06:00:01.159Z,164.9,19.0,0.17,-38.5,0.41,0.01
2026-02-05T06:00:01.159Z,215.8,353.8,0.17,-38.5,0.41,0.01
2026-02-05T06:00:01.160Z,220.5,105.5,0.17,-38.5,0.41,0.01
2026-02-05T06:00:01.160Z,225.3,334.1,0.17,-38.5,0.41,0.01
2026-02-05T06:00:01.160Z,175.1,63.2,0.17,-38.5,0.41,0.01
2026-02-05T06:00:01.160Z,202.0,153.6,0.00,-38.5,0.00,0.01
2026-02-05T06:00:01.160Z,162.6,156.3,0.00,-41.2,0.00,0.01
2026-02-05T06:00:01.161Z,212.3,354.4,0.19,-39.8,0.47,0.01
2026-02-05T06:00:01.161Z,146.1,2.9,0.19,-39.8,0.47,0.01
2026-02-05T06:00:01.161Z,183.6,250.9,0.19,-39.9,0.47,0.01
2026-02-05T06:00:01.161Z,172.0,95.3,0.00,-40.0,0.00,0.01
2026-02-05T06:00:01.162Z,161.2,102.7,0.00,-39.8,0.00,0.01
2026-02-05T06:00:01.162Z,111.5,105.8,0.00,-39.9,0.00,0.01
2026-02-05T06:00:01.162Z,123.7,64.0,0.19,-39.9,0.47,0.01
2026-02-05T06:00:01.162Z,109.1,177.7,0.00,-39.8,0.00,0.01
2026-02-05T06:00:01.162Z,100.0,50.0,0.05,-52.3,0.12,0.00
2026-02-05T06:00:01.162Z,113.1,168.0,0.00,-53.5,0.00,0.00
2026-02-05T06:00:01.163Z,101.1,45.9,0.04,-53.5,0.10,0.00
2026-02-05T06:00:01.163Z,143.6,276.4,0.10,-53.0,0.25,0.00
2026-02-05T06:00:01.163Z,130.1,110.2,0.04,-54.0,0.09,0.00
2026-02-05T06:00:01.163Z,138.8,93.4,0.04,-53.6,0.10,0.00
2026-02-05T06:00:01.164Z,110.0,24.2,0.00,-53.7,0.00,0.00
2026-02-05T06:00:01.164Z,136.9,180.1,0.00,-53.8,0.00,0.00
2026-02-05T06:00:01.164Z,108.1,132.4,0.04,-53.9,0.10,0.00
2026-02-05T06:00:01.164Z,98.2,61.1,0.00,-42.0,0.00,0.01
2026-02-05T06:00:01.164Z,83.3,18.7,0.16,-42.3,0.41,0.01
2026-02-05T06:00:01.165Z,96.9,92.4,0.17,-42.1,0.41,0.01
2026-02-05T06:00:01.165Z,105.8,224.4,0.03,-42.1,0.06,0.01
2026-02-05T06:00:01.165Z,135.0,278.2,0.16,-42.3,0.41,0.01
2026-02-05T06:00:01.165Z,182.1,297.0,0.16,-42.1,0.41,0.01
2026-02-05T06:00:01.165Z,201.5,115.6,0.00,-42.2,0.00,0.01
2026-02-05T06:00:01.166Z,241.7,293.2,0.16,-42.4,0.40,0.01
2026-02-05T06:00:01.166Z,209.9,65.4,0.16,-42.2,0.41,0.01
2026-02-05T06:00:01.166Z,225.0,353.8,0.16,-42.3,0.41,0.01
2026-02-05T06:00:01.166Z,192.4,134.0,0.06,-48.2,0.15,0.00
2026-02-05T06:00:01.166Z,219.4,250.9,0.13,-40.5,0.33,0.01
2026-02-05T06:00:01.167Z,198.0,186.2,0.00,-40.6,0.00,0.01
2026-02-05T06:00:01.167Z,218.3,166.8,0.00,-40.4,0.00,0.01
2026-02-05T06:00:01.167Z,159.4,59.4,0.00,-40.6,0.00,0.01
2026-02-05T06:00:01.167Z,154.1,107.4,0.00,-40.5,0.00,0.01
2026-02-05T06:00:01.167Z,149.2,226.1,0.00,-40.5,0.00,0.01
2026-02-05T06:00:01.168Z,163.5,257.9,0.13,-40.6,0.33,0.01
2026-02-05T06:00:01.168Z,179.8,248.2,0.13,-40.5,0.33,0.01
2026-02-05T06:00:01.168Z,177.7,48.6,0.00,-40.4,0.00,0.01
2026-02-05T06:00:01.168Z,209.6,267.3,0.13,-40.4,0.33,0.01
2026-02-05T06:00:01.168Z,189.6,125.9,0.00,-42.8,0.00,0.01
2026-02-05T06:00:01.169Z,193.8,279.1,0.06,-41.0,0.14,0.01
2026-02-05T06:00:01.169Z,178.2,169.9,0.06,-41.0,0.14,0.01
2026-02-05T06:00:01.169Z,173.0,22.7,0.14,-41.0,0.34,0.01
2026-02-05T06:00:01.169Z,149.0,147.3,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.169Z,135.0,56.1,0.14,-40.8,0.34,0.01
2026-02-05T06:00:01.169Z,82.2,15.2,0.14,-40.9,0.34,0.01
2026-02-05T06:00:01.170Z,95.9,238.1,0.06,-40.9,0.13,0.01
2026-02-05T06:00:01.170Z,141.2,249.6,0.06,-41.0,0.14,0.01
2026-02-05T06:00:01.170Z,141.8,150.1,0.00,-45.7,0.00,0.01
2026-02-05T06:00:01.170Z,162.9,161.4,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.170Z,214.9,275.2,0.13,-40.9,0.33,0.01
2026-02-05T06:00:01.171Z,185.2,89.5,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.171Z,168.3,165.5,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.171Z,147.1,44.0,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.171Z,184.3,347.0,0.14,-40.9,0.34,0.01
2026-02-05T06:00:01.171Z,152.4,115.8,0.00,-40.8,0.00,0.01
2026-02-05T06:00:01.172Z,177.1,213.1,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.172Z,160.5,82.5,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.172Z,189.5,189.0,0.06,-45.0,0.14,0.01
2026-02-05T06:00:01.172Z,137.0,84.3,0.08,-43.2,0.20,0.01
2026-02-05T06:00:01.172Z,127.6,69.3,0.08,-43.3,0.20,0.01
2026-02-05T06:00:01.173Z,105.1,100.6,0.08,-43.3,0.20,0.01
2026-02-05T06:00:01.173Z,97.8,45.6,0.08,-43.4,0.20,0.01
2026-02-05T06:00:01.173Z,84.3,121.8,0.08,-43.4,0.19,0.01
2026-02-05T06:00:01.173Z,128.9,307.3,0.12,-43.4,0.29,0.01
2026-02-05T06:00:01.173Z,185.4,351.8,0.12,-43.3,0.29,0.01
2026-02-05T06:00:01.174Z,207.5,210.8,0.12,-43.4,0.29,0.01
2026-02-05T06:00:01.174Z,223.6,126.4,0.08,-43.4,0.20,0.01
2026-02-05T06:00:01.174Z,220.4,105.7,0.00,-44.9,0.00,0.01
2026-02-05T06:00:01.174Z,196.8,189.1,0.00,-40.3,0.00,0.01
2026-02-05T06:00:01.174Z,133.7,36.7,0.20,-40.3,0.50,0.01
2026-02-05T06:00:01.175Z,161.8,351.3,0.20,-40.3,0.50,0.01
2026-02-05T06:00:01.175Z,170.9,171.6,0.00,-40.2,0.00,0.01
2026-02-05T06:00:01.175Z,168.0,91.0,0.20,-40.2,0.51,0.01
2026-02-05T06:00:01.175Z,178.0,239.1,0.00,-40.4,0.00,0.01
2026-02-05T06:00:01.175Z,201.9,156.2,0.00,-40.4,0.00,0.01
2026-02-05T06:00:01.175Z,173.3,208.5,0.00,-40.3,0.00,0.01
2026-02-05T06:00:01.176Z,196.3,286.5,0.03,-52.8,0.08,0.00
2026-02-05T06:00:01.176Z,239.2,305.8,0.04,-44.8,0.09,0.01
2026-02-05T06:00:01.176Z,216.1,123.4,0.11,-44.9,0.26,0.01
2026-02-05T06:00:01.176Z,188.8,19.7,0.11,-44.9,0.27,0.01
2026-02-05T06:00:01.176Z,170.0,114.7,0.11,-44.8,0.26,0.01
2026-02-05T06:00:01.177Z,147.1,172.0,0.00,-45.1,0.00,0.01
2026-02-05T06:00:01.177Z,91.6,28.4,0.11,-45.0,0.26,0.01
2026-02-05T06:00:01.177Z,113.2,231.1,0.04,-44.7,0.09,0.01
2026-02-05T06:00:01.177Z,113.9,23.5,0.11,-44.8,0.26,0.01
2026-02-05T06:00:01.177Z,156.0,324.9,0.00,-44.8,0.00,0.01
2026-02-05T06:00:01.178Z,183.3,308.4,0.03,-44.8,0.08,0.01
2026-02-05T06:00:01.178Z,240.7,315.6,0.23,-38.0,0.56,0.01
2026-02-05T06:00:01.178Z,195.5,5.2,0.22,-38.4,0.53,0.01
2026-02-05T06:00:01.178Z,209.2,91.9,0.22,-38.3,0.54,0.01
2026-02-05T06:00:01.178Z,162.4,91.0,0.22,-38.3,0.54,0.01
2026-02-05T06:00:01.179Z,171.7,355.0,0.22,-38.3,0.54,0.01
2026-02-05T06:00:01.179Z,110.5,9.4,0.22,-38.3,0.54,0.01
2026-02-05T06:00:01.179Z,120.0,52.5,0.22,-38.4,0.54,0.01
2026-02-05T06:00:01.179Z,150.7,245.4,0.00,-38.3,0.00,0.01
2026-02-05T06:00:01.179Z,174.8,211.7,0.00,-38.4,0.00,0.01
2026-02-05T06:00:01.180Z,106.4,13.0,0.22,-38.2,0.54,0.01
2026-02-05T06:00:01.180Z,126.9,111.6,0.04,-43.5,0.09,0.01
2026-02-05T06:00:01.180Z,122.7,31.5,0.13,-43.2,0.33,0.01
2026-02-05T06:00:01.180Z,144.1,352.8,0.14,-43.0,0.34,0.01
2026-02-05T06:00:01.180Z,146.6,223.8,0.00,-43.2,0.00,0.01
2026-02-05T06:00:01.181Z,191.8,239.4,0.00,-43.1,0.00,0.01
2026-02-05T06:00:01.181Z,230.1,303.0,0.13,-43.1,0.33,0.01
2026-02-05T06:00:01.181Z,278.5,273.5,0.13,-43.1,0.33,0.01
2026-02-05T06:00:01.181Z,217.9,49.8,0.13,-43.4,0.33,0.01
2026-02-05T06:00:01.181Z,223.8,253.1,0.00,-43.2,0.00,0.01
2026-02-05T06:00:01.181Z,236.3,302.1,0.13,-43.1,0.33,0.01
2026-02-05T06:00:01.182Z,240.3,323.0,0.13,-43.2,0.33,0.01
2026-02-05T06:00:01.182Z,223.5,189.4,0.06,-47.6,0.14,0.00
2026-02-05T06:00:01.182Z,217.0,17.4,0.13,-51.2,0.33,0.00
2026-02-05T06:00:01.182Z,192.9,132.3,0.00,-51.5,0.00,0.00
2026-02-05T06:00:01.182Z,203.5,355.5,0.13,-51.2,0.33,0.00
2026-02-05T06:00:01.183Z,144.4,27.3,0.13,-51.6,0.33,0.00
2026-02-05T06:00:01.183Z,154.6,240.5,0.06,-50.8,0.14,0.00
2026-02-05T06:00:01.183Z,202.4,256.6,0.06,-52.1,0.15,0.00
2026-02-05T06:00:01.183Z,242.7,333.8,0.13,-51.4,0.33,0.00
2026-02-05T06:00:01.184Z,234.1,312.1,0.13,-51.4,0.33,0.00
2026-02-05T06:00:01.184Z,282.7,270.4,0.06,-51.4,0.14,0.00
2026-02-05T06:00:01.184Z,274.1,197.8,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.184Z,239.1,81.6,0.00,-41.1,0.00,0.01
2026-02-05T06:00:01.185Z,189.7,86.4,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.185Z,172.2,224.8,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.185Z,126.6,42.5,0.17,-41.0,0.43,0.01
2026-02-05T06:00:01.185Z,114.1,135.2,0.00,-40.9,0.00,0.01
2026-02-05T06:00:01.186Z,168.0,350.9,0.17,-41.0,0.43,0.01
2026-02-05T06:00:01.186Z,209.9,295.9,0.17,-41.0,0.43,0.01
2026-02-05T06:00:01.186Z,194.8,149.4,0.00,-41.0,0.00,0.01
2026-02-05T06:00:01.186Z,241.4,275.8,0.10,-53.6,0.24,0.00
2026-02-05T06:00:01.187Z,253.7,196.5,0.09,-51.3,0.22,0.00
2026-02-05T06:00:01.187Z,214.0,152.4,0.00,-51.7,0.00,0.00
2026-02-05T06:00:01.187Z,209.0,270.9,0.09,-51.2,0.22,0.00
2026-02-05T06:00:01.187Z,242.2,315.5,0.09,-51.5,0.22,0.00
2026-02-05T06:00:01.188Z,252.1,325.5,0.00,-51.6,0.00,0.00
2026-02-05T06:00:01.188Z,233.6,103.6,0.09,-51.9,0.21,0.00
2026-02-05T06:00:01.188Z,270.9,339.3,0.00,-51.6,0.00,0.00
2026-02-05T06:00:01.188Z,233.4,83.0,0.08,-51.8,0.21,0.00
2026-02-05T06:00:01.188Z,238.5,341.2,0.00,-51.4,0.00,0.00
2026-02-05T06:00:01.189Z,201.1,138.5,0.00,-40.6,0.00,0.01
2026-02-05T06:00:01.189Z,245.5,325.5,0.19,-41.7,0.46,0.01
2026-02-05T06:00:01.189Z,234.2,282.8,0.18,-41.7,0.46,0.01
2026-02-05T06:00:01.189Z,280.3,313.6,0.19,-41.8,0.46,0.01
2026-02-05T06:00:01.190Z,262.3,250.9,0.19,-41.6,0.46,0.01
2026-02-05T06:00:01.190Z,289.0,272.0,0.19,-41.7,0.46,0.01
2026-02-05T06:00:01.190Z,231.8,39.8,0.19,-41.7,0.46,0.01
2026-02-05T06:00:01.190Z,182.9,38.4,0.19,-41.6,0.46,0.01
2026-02-05T06:00:01.191Z,157.1,184.1,0.00,-41.7,0.00,0.01
2026-02-05T06:00:01.191Z,163.2,281.4,0.05,-47.5,0.14,0.00
2026-02-05T06:00:01.191Z,115.1,31.9,0.00,-45.4,0.00,0.01
2026-02-05T06:00:01.191Z,149.8,213.2,0.00,-45.6,0.00,0.01
2026-02-05T06:00:01.192Z,184.7,212.7,0.00,-45.5,0.00,0.01
2026-02-05T06:00:01.192Z,153.9,30.2,0.00,-45.6,0.00,0.01
2026-02-05T06:00:01.192Z,100.7,15.2,0.07,-45.7,0.17,0.01
2026-02-05T06:00:01.192Z,153.8,297.8,0.07,-45.4,0.17,0.01
2026-02-05T06:00:01.192Z,148.0,184.3,0.09,-45.5,0.23,0.01
2026-02-05T06:00:01.193Z,156.3,253.8,0.00,-45.6,0.00,0.01
2026-02-05T06:00:01.193Z,220.0,348.8,0.16,-41.0,0.40,0.01
2026-02-05T06:00:01.193Z,282.6,328.3,0.15,-41.8,0.37,0.01
2026-02-05T06:00:01.193Z,231.2,40.6,0.15,-41.8,0.37,0.01
2026-02-05T06:00:01.194Z,252.7,292.2,0.04,-41.9,0.09,0.01
2026-02-05T06:00:01.194Z,273.4,357.3,0.15,-41.8,0.37,0.01
2026-02-05T06:00:01.194Z,245.1,206.9,0.04,-41.9,0.09,0.01
2026-02-05T06:00:01.194Z,196.9,87.4,0.15,-41.8,0.37,0.01
2026-02-05T06:00:01.195Z,238.6,249.0,0.04,-41.8,0.09,0.01
2026-02-05T06:00:01.195Z,219.7,197.9,0.04,-41.9,0.10,0.01
2026-02-05T06:00:01.195Z,168.7,102.4,0.09,-52.5,0.22,0.00
2026-02-05T06:00:01.195Z,192.9,327.8,0.09,-50.0,0.23,0.00
2026-02-05T06:00:01.196Z,235.2,298.8,0.09,-50.0,0.23,0.00
2026-02-05T06:00:01.196Z,200.9,77.7,0.00,-50.3,0.00,0.00
2026-02-05T06:00:01.196Z,169.1,38.8,0.09,-50.3,0.23,0.00
2026-02-05T06:00:01.196Z,180.9,161.1,0.08,-50.2,0.20,0.00
2026-02-05T06:00:01.196Z,164.2,244.6,0.00,-50.1,0.00,0.00
2026-02-05T06:00:01.197Z,161.6,285.9,0.09,-50.0,0.23,0.00
2026-02-05T06:00:01.197Z,174.2,140.6,0.08,-50.2,0.20,0.00
2026-02-05T06:00:01.197Z,230.4,319.7,0.16,-41.6,0.40,0.01
2026-02-05T06:00:01.197Z,218.1,100.0,0.00,-41.9,0.00,0.01
2026-02-05T06:00:01.198Z,176.3,35.3,0.16,-41.9,0.40,0.01
2026-02-05T06:00:01.198Z,177.0,289.4,0.16,-42.0,0.39,0.01
2026-02-05T06:00:01.198Z,175.6,133.5,0.00,-41.9,0.00,0.01
2026-02-05T06:00:01.198Z,136.5,124.1,0.00,-41.8,0.00,0.01
2026-02-05T06:00:01.199Z,145.0,142.4,0.00,-41.9,0.00,0.01
2026-02-05T06:00:01.199Z,152.5,73.1,0.16,-41.9,0.39,0.01
2026-02-05T06:00:01.199Z,118.9,121.3,0.00,-41.8,0.00,0.01
2026-02-05T06:00:01.199Z,137.6,227.2,0.00,-42.4,0.00,0.01
2026-02-05T06:00:01.200Z,162.8,250.0,0.16,-42.7,0.39,0.01
2026-02-05T06:00:01.200Z,143.8,47.3,0.16,-42.6,0.39,0.01
2026-02-05T06:00:01.200Z,176.3,236.0,0.00,-42.7,0.00,0.01
2026-02-05T06:00:01.200Z,219.9,338.9,0.16,-42.7,0.39,0.01
2026-02-05T06:00:01.200Z,215.0,202.7,0.00,-42.7,0.00,0.01
2026-02-05T06:00:01.201Z,196.5,157.9,0.03,-42.8,0.07,0.01
2026-02-05T06:00:01.201Z,256.7,348.3,0.16,-42.6,0.39,0.01
2026-02-05T06:00:01.201Z,277.3,338.6,0.16,-42.8,0.39,0.01
2026-02-05T06:00:01.201Z,281.0,357.5,0.13,-43.2,0.31,0.01
2026-02-05T06:00:01.202Z,289.2,243.8,0.05,-42.9,0.12,0.01
2026-02-05T06:00:01.202Z,316.1,292.3,0.00,-43.2,0.00,0.01
2026-02-05T06:00:01.202Z,256.4,49.7,0.13,-43.1,0.31,0.01
2026-02-05T06:00:01.202Z,195.9,35.9,0.13,-43.1,0.31,0.01
2026-02-05T06:00:01.203Z,124.9,2.6,0.13,-42.8,0.32,0.01
2026-02-05T06:00:01.203Z,88.9,63.8,0.13,-42.9,0.31,0.01
2026-02-05T06:00:01.203Z,88.0,288.0,0.00,-42.8,0.00,0.01
2026-02-05T06:00:01.203Z,145.5,337.1,0.13,-42.9,0.31,0.01
2026-02-05T06:00:01.203Z,176.9,193.0,0.05,-43.0,0.12,0.01
2026-02-05T06:00:01.204Z,199.8,117.1,0.00,-42.9,0.00,0.01
2026-02-05T06:00:01.204Z,241.1,270.3,0.23,-40.4,0.57,0.01
2026-02-05T06:00:01.204Z,193.0,47.8,0.24,-39.2,0.60,0.01
2026-02-05T06:00:01.204Z,195.2,347.8,0.24,-39.4,0.59,0.01
2026-02-05T06:00:01.205Z,157.2,3.1,0.24,-39.3,0.60,0.01
2026-02-05T06:00:01.205Z,183.2,247.0,0.00,-39.1,0.00,0.01
2026-02-05T06:00:01.205Z,151.8,113.5,0.00,-39.2,0.00,0.01
2026-02-05T06:00:01.205Z,170.5,141.0,0.00,-39.4,0.00,0.01
2026-02-05T06:00:01.206Z,147.1,230.9,0.00,-39.2,0.00,0.01
2026-02-05T06:00:01.206Z,186.3,199.4,0.00,-39.2,0.00,0.01
2026-02-05T06:00:01.206Z,165.3,141.8,0.00,-39.2,0.00,0.01
